ID,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Meterage_KM,Cylinders,Gear box type,Drive wheels,Doors,Steering wheel,Color,Airbags,Price
45796989,HONDA,FIT Modulo,2011,Hatchback,No,Hybrid,1.3,125000,4,Automatic,Front,4,Right-hand drive,White,2,10349
45211794,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,93000,4,Automatic,Front,4,Left-hand drive,White,12,15994
45644790,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,157211,6,Automatic,All Wheel Drive,4,Left-hand drive,White,12,9879
45802919,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,122184,4,Automatic,Front,4,Left-hand drive,Black,4,42052
45797388,DODGE,RAM,2011,Sedan,Yes,Petrol,5.7,0,8,Automatic,Front,4,Left-hand drive,Silver,12,251
45787197,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,103000,4,Manual,Front,4,Left-hand drive,Grey,4,16621
45730998,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,120805,4,Automatic,Front,4,Left-hand drive,Black,4,22266
45648533,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3,213998,6,Automatic,All Wheel Drive,4,Left-hand drive,Silver,12,282
45805256,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2.0 Turbo,180800,4,Automatic,Front,4,Left-hand drive,Silver,12,18817
45786054,VOLKSWAGEN,Golf,2002,Hatchback,No,Petrol,2,150000,4,Automatic,Front,4,Right-hand drive,Silver,8,5645
45801884,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,97132,4,Automatic,Front,4,Left-hand drive,Silver,4,12880
45801664,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,124892,4,Automatic,Front,4,Left-hand drive,White,4,19384
45631400,BMW,X5,2014,Jeep,Yes,Diesel,3,0,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,0,7213
45766217,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,122874,6,Automatic,Rear,4,Left-hand drive,Black,12,706
45720826,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8 Turbo,85000,4,Tiptronic,Front,4,Left-hand drive,White,8,13799
45445260,BMW,X5,2008,Jeep,Yes,Diesel,3.0 Turbo,213000,6,Tiptronic,All Wheel Drive,4,Left-hand drive,Black,8,25089
45690156,FORD,Fiesta,2013,Sedan,No,Petrol,1.6,86000,4,Manual,Front,4,Left-hand drive,Blue,10,12858
45800983,HYUNDAI,Elantra LIMITED,2015,Sedan,Yes,Petrol,1.8,57000,4,Tiptronic,Front,4,Left-hand drive,Black,12,20071
45770522,MAZDA,Mazda 6,2005,Sedan,No,Petrol,3,198000,6,Manual,Front,4,Left-hand drive,Blue,0,6586
45809089,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,60000,4,Automatic,Front,4,Left-hand drive,Silver,4,23414
45809943,CHEVROLET,Cruze,2014,Sedan,Yes,Diesel,2,60550,4,Automatic,Front,4,Left-hand drive,Red,4,11895
45760554,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,349288,4,Automatic,Front,4,Left-hand drive,Blue,0,1333
41858253,ALFA ROMEO,Giulietta,2013,Hatchback,Yes,Petrol,1.4 Turbo,85000,4,Tiptronic,Front,4,Right-hand drive,Black,12,18817
45793271,CHEVROLET,Orlando,2015,Jeep,Yes,Petrol,2,35762,4,Automatic,Front,4,Left-hand drive,Black,4,13642
45723802,OPEL,Astra H,2009,Pickup,No,Diesel,1.7,140000,4,Manual,Front,4,Left-hand drive,Silver,12,11917
45471734,MERCEDES-BENZ,GL 320,2008,Jeep,Yes,Diesel,3.0 Turbo,172000,6,Tiptronic,All Wheel Drive,4,Left-hand drive,Black,12,36692
45816285,BMW,X5,2011,Jeep,Yes,Diesel,3,332243,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,10192
45649007,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381,4,Automatic,Front,4,Left-hand drive,Black,12,11133
45803342,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,280622,4,Automatic,Front,4,Left-hand drive,Silver,4,10663
45617805,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,238546,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,11133
45730389,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,146130,4,Automatic,Front,4,Left-hand drive,Black,4,33823
45732567,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,372623,4,Automatic,Front,4,Left-hand drive,Grey,4,55638
45791971,LEXUS,IS 350,2010,Sedan,Yes,Petrol,3.5,192000,6,Tiptronic,Rear,4,Left-hand drive,White,0,25716
45748747,NISSAN,Tiida,2006,Hatchback,No,Petrol,1.5,0,4,Automatic,Front,4,Right-hand drive,Black,4,30
45809345,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.5,154400,4,Automatic,Front,4,Left-hand drive,Silver,4,16719
45761380,OPEL,Astra,1999,Sedan,No,Petrol,1.6,145000,4,Manual,Front,2,Left-hand drive,Green,2,4700
45798478,FORD,Focus,2014,Sedan,Yes,Petrol,2,134400,4,Tiptronic,Front,4,Left-hand drive,Red,8,13172
45787917,VAZ,2106,1991,Sedan,No,Petrol,1.3,0,4,Manual,Rear,4,Left-hand drive,White,0,3500
45788440,HONDA,FIT,2011,Hatchback,No,Petrol,1.3,140000,4,Manual,Front,4,Right-hand drive,White,4,12544
45804100,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,123833,4,Automatic,Front,4,Left-hand drive,White,4,45210
45808368,BMW,318,2006,Sedan,No,Petrol,2,237000,4,Manual,Rear,4,Left-hand drive,Blue,6,13485
45813377,TOYOTA,Ipsum,2002,Minivan,No,LPG,2.4,200000,4,Tiptronic,Front,4,Right-hand drive,Silver,2,9408
45793621,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,77588,4,Automatic,Front,4,Left-hand drive,White,4,7527
45777704,MERCEDES-BENZ,E 320,2002,Sedan,Yes,Petrol,2.6,160000,6,Tiptronic,Rear,4,Left-hand drive,White,8,17562
45776011,TOYOTA,Prius,2011,Hatchback,Yes,Petrol,1.8,268800,4,Manual,Front,4,Left-hand drive,Silver,6,21012
45815376,NISSAN,Murano,2005,Jeep,Yes,CNG,3.5,155200,6,Automatic,All Wheel Drive,4,Left-hand drive,Silver,8,20385
45787404,MERCEDES-BENZ,E 220,1997,Sedan,No,CNG,2,312217,4,Tiptronic,Rear,4,Left-hand drive,Black,4,5300
45730138,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,62575,4,Automatic,Front,4,Left-hand drive,Black,4,49751
45800059,OPEL,Astra,1999,Hatchback,No,Petrol,1.2,199090,4,Manual,Front,2,Left-hand drive,Blue,4,4861
45786762,MERCEDES-BENZ,Vito,2005,Microbus,No,Diesel,2.2 Turbo,180000,4,Manual,Rear,4,Left-hand drive,White,2,14113
45802232,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,109629,4,Automatic,Front,4,Left-hand drive,Silver,4,36235
45642811,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,288704,4,Automatic,Front,4,Left-hand drive,White,0,706
45755013,TOYOTA,Prius,2017,Hatchback,Yes,Hybrid,1.8,45488,4,Automatic,Front,4,Left-hand drive,White,12,16308
45782677,CHEVROLET,Volt,2012,Sedan,Yes,Hybrid,1.4,280000,4,Manual,Front,4,Left-hand drive,Grey,12,20071
45804394,LEXUS,LS 460,2011,Sedan,Yes,Petrol,4.6,89867,4,Automatic,Front,4,Left-hand drive,Black,4,43360
45766642,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821,8,Automatic,All Wheel Drive,4,Left-hand drive,Black,0,39829
45804565,MAZDA,Demio,2003,Sedan,No,Petrol,1.5,0,4,Automatic,Front,4,Right-hand drive,Blue,2,5331
45532039,VOLKSWAGEN,Tiguan,2014,Jeep,Yes,Petrol,2.0 Turbo,113000,12,Tiptronic,All Wheel Drive,4,Left-hand drive,White,12,27598
45797301,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,105461,4,Automatic,Front,4,Left-hand drive,Grey,4,36899
45810084,TOYOTA,Aqua,2019,Hatchback,Yes,Petrol,1.5,25000,4,Automatic,Front,4,Left-hand drive,Silver,4,28532
45642385,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,111402,4,Automatic,All Wheel Drive,4,Left-hand drive,Black,0,5018
45812756,HONDA,Accord,2016,Sedan,Yes,Petrol,2.4,90043,4,Automatic,Front,4,Left-hand drive,White,12,3058
45787355,NISSAN,Elgrand,2004,Minivan,No,LPG,3.5,131000,6,Tiptronic,Rear,4,Right-hand drive,White,2,15681
45804796,HYUNDAI,Santa FE,2001,Jeep,No,CNG,2.4,2342,4,Tiptronic,Front,2,Left-hand drive,Sky blue,2,3000
45535275,HONDA,Elysion,2006,Minivan,No,Petrol,2.4,120500,4,Automatic,Front,4,Right-hand drive,White,8,15681
45794848,HYUNDAI,Veloster,2013,Sedan,Yes,Petrol,1.6 Turbo,73600,4,Automatic,Front,2,Left-hand drive,Blue,6,19444
45545360,HONDA,FIT,2014,Sedan,Yes,Petrol,1.5,78400,4,Manual,Front,4,Left-hand drive,Blue,6,21953
45812717,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,89896,4,Automatic,Front,4,Left-hand drive,Blue,12,314
45732919,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,176247,4,Automatic,Front,4,Left-hand drive,Silver,4,14279
45802958,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,106084,4,Automatic,Front,4,Left-hand drive,Grey,4,51075
45758484,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,208627,4,Automatic,Front,4,Left-hand drive,Black,0,4234
45543179,HONDA,FIT,2005,Hatchback,No,Petrol,1.5,190000,4,Manual,Front,4,Right-hand drive,Silver,2,8624
44951024,BMW,528,2012,Sedan,Yes,Petrol,2.0 Turbo,184000,4,Tiptronic,Rear,4,Left-hand drive,Blue,12,36065
45726764,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,86651,4,Automatic,Front,4,Left-hand drive,Black,4,24709
43963322,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,193600,4,Automatic,Front,4,Left-hand drive,White,12,20385
45765388,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,397915,4,Automatic,Rear,4,Left-hand drive,White,12,27284
45772981,MERCEDES-BENZ,GLA 250,2016,Jeep,Yes,Petrol,2,109555,4,Automatic,Front,4,Left-hand drive,White,0,8311
45618064,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,377379,6,Automatic,All Wheel Drive,4,Left-hand drive,Silver,12,157
45730678,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,76553,4,Automatic,Front,4,Left-hand drive,White,4,37611
45730582,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,110000,4,Automatic,Front,4,Left-hand drive,Black,4,20297
45816368,LEXUS,GS 450,2013,Sedan,Yes,Hybrid,3.5,69500,6,Manual,Rear,4,Left-hand drive,Silver,12,62722
45749124,MERCEDES-BENZ,C 230,2006,Sedan,Yes,Petrol,2.5,218000,6,Tiptronic,Rear,4,Left-hand drive,Black,2,13799
45417431,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,54000,4,Tiptronic,Rear,4,Left-hand drive,White,6,14740
45792789,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,236000,4,Automatic,Front,4,Left-hand drive,Black,12,13328
45646621,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798,4,Automatic,Front,4,Left-hand drive,White,12,5488
45793953,MAZDA,626,1994,Sedan,No,Petrol,2,280000,4,Manual,Front,4,Left-hand drive,White,12,2600
45732812,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,147079,4,Automatic,Front,4,Left-hand drive,Black,4,15257
45786778,TOYOTA,Prius,2015,Sedan,No,Hybrid,1.8,268800,4,Manual,Front,4,Left-hand drive,Black,10,31361
45786781,FORD,Transit,1998,Microbus,Yes,Diesel,2.5,180000,4,Manual,Rear,2,Left-hand drive,Red,0,11604
45791273,MERCEDES-BENZ,E 270,1999,Sedan,No,Diesel,2.7 Turbo,370000,5,Tiptronic,Rear,4,Left-hand drive,Silver,6,9565
45641758,MERCEDES-BENZ,C 300,2013,Sedan,Yes,Petrol,3.5,51875,6,Automatic,All Wheel Drive,4,Left-hand drive,White,12,392
45798442,MAZDA,Demio,2002,Hatchback,No,LPG,1.5,165000,4,Tiptronic,Front,4,Right-hand drive,White,4,6272
45784509,FORD,Transit,2005,Microbus,No,Diesel,2.0 Turbo,150000,4,Manual,Front,2,Left-hand drive,Yellow,2,32929
45788881,KIA,Optima,2017,Sedan,Yes,Petrol,2.4,30400,4,Tiptronic,Front,4,Left-hand drive,White,10,23521
45733444,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,43000,4,Automatic,Front,4,Left-hand drive,White,4,48547
45815012,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,312786,4,Automatic,Front,4,Left-hand drive,Grey,12,392
45814314,HONDA,FIT,2001,Hatchback,No,Petrol,1.3,150346,6,Manual,Front,4,Right-hand drive,Silver,4,8467
45811006,AUDI,A8,2014,Sedan,Yes,Diesel,3,68006,6,Automatic,All Wheel Drive,4,Left-hand drive,White,12,37633
45768791,HONDA,Civic,2014,Sedan,Yes,Petrol,1.8,127669,4,Automatic,Front,4,Left-hand drive,Grey,12,2274
45806020,BMW,318,2002,Sedan,No,Petrol,2,145000,4,Tiptronic,Rear,4,Left-hand drive,Red,6,10349
45814789,MERCEDES-BENZ,CLA 250,2016,Sedan,Yes,Petrol,2,55718,4,Automatic,All Wheel Drive,4,Left-hand drive,White,12,392
45813220,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,208702,4,Automatic,Front,4,Left-hand drive,Grey,12,4234
45802578,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,55112,4,Automatic,Front,4,Left-hand drive,Silver,4,45542
45772795,NISSAN,Micra,1996,Sedan,No,CNG,1.1,220000,6,Manual,Rear,4,Left-hand drive,Green,0,2200
45730521,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,130663,4,Automatic,Front,4,Left-hand drive,Black,4,19278
45682283,CHEVROLET,Cruze,2018,Sedan,No,Petrol,1.4,61000,4,Tiptronic,Front,4,Left-hand drive,Grey,8,3
45523136,CHEVROLET,Volt,2012,Hatchback,No,Hybrid,1.4,188000,4,Automatic,Front,4,Left-hand drive,Carnelian red,10,23521
45786365,VOLKSWAGEN,Polo,2015,Sedan,No,Petrol,1.6,270000,4,Manual,Front,4,Left-hand drive,White,2,12544
45767314,VOLKSWAGEN,Passat,1998,Sedan,No,Diesel,1.9 Turbo,0,4,Manual,Front,4,Left-hand drive,Blue,4,5331
45809145,HONDA,FIT,2018,Hatchback,Yes,Petrol,1.3,2635,4,Automatic,Front,4,Left-hand drive,Silver,4,22900
45804828,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,131084,4,Automatic,Front,4,Left-hand drive,White,4,32578
45812803,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,115858,4,Automatic,Front,4,Left-hand drive,Black,12,6429
45757666,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,29682,4,Automatic,Front,4,Left-hand drive,Black,12,14583
45810401,CHEVROLET,Orlando,2015,Jeep,Yes,LPG,2,109497,4,Automatic,Front,4,Left-hand drive,White,4,24283
45792426,KIA,Optima,2016,Sedan,Yes,Petrol,2,417767,4,Automatic,Front,4,Left-hand drive,White,4,19444
45730457,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,111307,4,Automatic,Front,4,Left-hand drive,White,4,26108
45803519,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,536212,4,Automatic,Front,4,Left-hand drive,Orange,4,12544
45774228,KIA,Avella,2017,Sedan,Yes,Hybrid,1.6,103470,4,Automatic,Front,4,Left-hand drive,Silver,12,4391
45805994,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,257000,4,Automatic,Front,4,Right-hand drive,Silver,8,10036
45804342,JEEP,Compass,2010,Jeep,Yes,Petrol,2.4,81256,4,Automatic,Front,4,Left-hand drive,Green,4,27294
45778908,MERCEDES-BENZ,C 240,2001,Sedan,No,Diesel,2.2 Turbo,275000,4,Automatic,Rear,4,Left-hand drive,Silver,4,11604
45812814,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Petrol,2.0 Turbo,135000,4,Manual,Front,4,Left-hand drive,White,8,22894
45782225,TOYOTA,VOXY,2003,Minivan,No,Petrol,2,250000,4,Manual,Front,4,Right-hand drive,Silver,2,7527
45762445,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,100685,4,Automatic,Front,4,Left-hand drive,Black,12,470
45753948,HYUNDAI,Elantra,2014,Hatchback,No,Petrol,2,110000,4,Tiptronic,Front,4,Left-hand drive,White,6,18817
45757709,NISSAN,Sentra,2017,Sedan,Yes,Petrol,1.8,0,4,Automatic,Front,4,Left-hand drive,Grey,12,627
45766723,TOYOTA,Prius,2014,Jeep,Yes,Hybrid,1.8,187334,4,Automatic,Front,4,Left-hand drive,White,12,188
45756848,BMW,335,2008,Coupe,Yes,Petrol,3.0 Turbo,157000,6,Automatic,Rear,2,Left-hand drive,Blue,10,25089
45543495,FORD,Focus,2014,Hatchback,Yes,Petrol,2,90000,4,Tiptronic,Front,4,Left-hand drive,Black,12,14740
45803565,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,127000,4,Automatic,Front,4,Right-hand drive,Black,5,45
45781074,FORD,Transit,1996,Microbus,No,Diesel,2.5,210000,4,Manual,Rear,4,Left-hand drive,White,2,13799
45521131,TOYOTA,Highlander LIMITED,2008,Jeep,Yes,Hybrid,3.3,190000,6,Automatic,All Wheel Drive,4,Left-hand drive,White,12,23521
45815070,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,48035,4,Automatic,Front,4,Left-hand drive,Red,12,14269
45784340,AUDI,A6,2007,Sedan,Yes,Petrol,3.2,304000,6,Tiptronic,All Wheel Drive,4,Left-hand drive,Grey,12,15681
45768524,FORD,Escape,2013,Jeep,Yes,Petrol,2,131272,4,Automatic,Front,4,Left-hand drive,Blue,12,1490
45730143,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,140000,4,Automatic,Front,4,Left-hand drive,White,4,25591
45728530,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,118366,4,Automatic,Front,4,Left-hand drive,White,4,47076
44784151,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,150000,4,Automatic,Front,4,Right-hand drive,Silver,4,30
45769456,MINI,Countryman,2012,Jeep,Yes,Petrol,1.6 Turbo,75000,4,Manual,Front,4,Left-hand drive,Blue,8,18503
45552228,HONDA,FIT,2010,Sedan,Yes,Hybrid,1.3,0,4,Tiptronic,Front,4,Right-hand drive,Silver,2,8154
45809192,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,70003,4,Automatic,Front,4,Left-hand drive,Grey,4,41400
45781669,DODGE,Caravan,2006,Minivan,No,LPG,3.3,135000,6,Automatic,Front,4,Left-hand drive,Blue,12,13485
45787515,HONDA,CR-Z,2010,Coupe,Yes,Hybrid,1.5,200000,4,Manual,Front,2,Right-hand drive,Red,8,11917
45789365,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Petrol,3.5,111111,8,Automatic,All Wheel Drive,4,Left-hand drive,Black,0,21326
45764778,TOYOTA,Tundra,2013,Jeep,Yes,Petrol,5.7,357933,8,Automatic,All Wheel Drive,4,Left-hand drive,Grey,12,23207
45815229,TOYOTA,Yaris,2017,Sedan,Yes,Petrol,1.5,102322,4,Automatic,Front,4,Left-hand drive,White,12,3058
45696398,TOYOTA,Prius,2006,Sedan,No,Hybrid,1.5,300000,4,Automatic,Front,4,Left-hand drive,Blue,6,5018
45776500,HONDA,FIT,2014,Hatchback,Yes,Hybrid,1.5,60000,4,Automatic,Front,4,Right-hand drive,White,4,13172
45793090,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,78712,4,Automatic,Front,4,Left-hand drive,Silver,4,6125
45765010,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,5.5,101424,8,Automatic,All Wheel Drive,4,Left-hand drive,Grey,12,32302
45814298,MERCEDES-BENZ,E 220,2003,Sedan,Yes,Diesel,2.2 Turbo,215000,4,Manual,Rear,4,Right-hand drive,Blue,8,9722
45793578,LEXUS,RX 450 HYBRID,2010,Jeep,Yes,Hybrid,3.5,148250,4,Tiptronic,All Wheel Drive,4,Left-hand drive,Black,12,39201
45651123,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2,99542,4,Automatic,All Wheel Drive,4,Left-hand drive,White,0,188
45809173,TOYOTA,Aqua,2017,Hatchback,Yes,Petrol,1.5,37490,4,Automatic,Front,4,Left-hand drive,Black,4,35808
44755180,MERCEDES-BENZ,GLC 300,2018,Jeep,Yes,Petrol,2.0 Turbo,12000,12,Tiptronic,Rear,4,Left-hand drive,Black,12,65545
45813191,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,31290,4,Automatic,Front,4,Left-hand drive,Blue,12,470
45800730,HYUNDAI,Elantra GT,2014,Hatchback,Yes,Petrol,2,105000,4,Tiptronic,Front,4,Left-hand drive,Blue,7,19444
45765937,NISSAN,Micra,1997,Sedan,No,Petrol,1,111111,4,Manual,Front,4,Left-hand drive,Blue,1,3700
45786722,FORD,Transit,1992,Microbus,No,Diesel,2.5 Turbo,111111,2,Manual,Rear,2,Left-hand drive,Carnelian red,1,9000
45732364,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,2730,4,Automatic,Front,4,Left-hand drive,Grey,4,73310
45803077,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,31251,4,Automatic,Front,4,Left-hand drive,White,4,34340
45808951,CHEVROLET,Aveo,2014,Hatchback,Yes,Petrol,1.6,59295,4,Automatic,Front,4,Left-hand drive,Black,4,19071
45804024,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,69527,4,Automatic,Front,4,Left-hand drive,Black,4,50861
45801229,MITSUBISHI,Airtrek,2003,Jeep,No,Petrol,2.0 Turbo,14500,6,Tiptronic,All Wheel Drive,4,Left-hand drive,Silver,4,7840
45653540,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3.5,366869,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,3763
45769179,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,494317,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,4547
45793619,FORD,C-MAX,2014,Hatchback,Yes,Hybrid,2,50100,4,Automatic,Front,4,Left-hand drive,Grey,12,19444
45787052,FORD,C-MAX,2017,Sedan,No,Hybrid,2,77254,4,Automatic,Front,4,Left-hand drive,Black,12,27284
45646976,MERCEDES-BENZ,S 550,2014,Sedan,Yes,Petrol,4.6,98466,8,Automatic,Rear,4,Left-hand drive,Blue,12,48610
45796775,OPEL,Astra CNG,2003,Universal,No,CNG,1.6,162000,4,Manual,Front,4,Left-hand drive,Red,4,6272
45768465,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,0,8,Automatic,All Wheel Drive,4,Left-hand drive,White,0,110
45803081,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,218280,4,Automatic,Front,4,Left-hand drive,Silver,4,33243
45770899,TOYOTA,Prius,2014,Jeep,Yes,Hybrid,1.8,339710,4,Automatic,Front,4,Left-hand drive,White,12,14113
45809028,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,86382,4,Automatic,Front,4,Left-hand drive,Silver,4,5739
45789648,BMW,530,1995,Sedan,Yes,Petrol,3,100000,6,Manual,Rear,2,Left-hand drive,Black,2,7840
44235227,BMW,X5 4.8is,2005,Jeep,Yes,Petrol,4.8,147200,8,Tiptronic,All Wheel Drive,4,Left-hand drive,Silver,12,31361
45772747,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115,8,Automatic,All Wheel Drive,4,Left-hand drive,Black,0,1490
45730397,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,54405,4,Automatic,Front,4,Left-hand drive,White,4,40926
45803171,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,648045,4,Automatic,Front,4,Left-hand drive,Black,4,6272
45656388,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,489584,4,Automatic,Front,4,Left-hand drive,Grey,12,5959
45789860,MITSUBISHI,Pajero,1992,Jeep,Yes,CNG,3,555555,6,Automatic,All Wheel Drive,4,Left-hand drive,Silver,0,7840
43908515,TOYOTA,Prius C ჰიბრიდი,2013,Hatchback,No,Hybrid,1.5,11000,4,Manual,Front,4,Left-hand drive,Green,12,19444
45807013,ROVER,216,1997,Sedan,No,Petrol,1.6,162000,4,Manual,Front,4,Left-hand drive,Carnelian red,2,2500
45797664,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,35951,4,Automatic,Front,4,Left-hand drive,Blue,4,20005
45766398,TOYOTA,Tundra,2014,Jeep,Yes,Petrol,5.7,101928,8,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,188
45805983,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,6500,4,Tiptronic,Front,4,Left-hand drive,Grey,12,17249
45772103,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4,0,6,Automatic,Rear,4,Left-hand drive,Silver,12,6586
45726845,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2,92690,4,Automatic,Front,4,Left-hand drive,White,4,22947
45760890,CHEVROLET,Volt,2011,Hatchback,Yes,Hybrid,1.4,288778,4,Automatic,Front,4,Left-hand drive,Black,12,2666
45810300,PORSCHE,Cayenne,2014,Jeep,Yes,Petrol,3.6,56886,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,862
45765348,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,116869,4,Automatic,Front,4,Left-hand drive,Black,0,706
45793850,NISSAN,Micra,2001,Coupe,No,Petrol,1,200000,4,Manual,Front,2,Left-hand drive,Black,3,3500
45732704,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,317106,4,Automatic,Front,4,Left-hand drive,Silver,4,15681
45416515,BMW,X6,2009,Jeep,Yes,Petrol,4.4 Turbo,960000,8,Tiptronic,All Wheel Drive,4,Left-hand drive,Silver,12,35438
44063688,TOYOTA,Prius V,2012,Hatchback,No,Hybrid,1.8,51000,4,Automatic,Front,4,Right-hand drive,White,8,13500
45807042,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Diesel,2,16856,4,Automatic,Front,4,Left-hand drive,Black,12,5331
45815237,TOYOTA,RAV 4,2012,Jeep,No,Petrol,2.5,159901,4,Automatic,Front,4,Left-hand drive,Brown,12,5959
45759508,JEEP,Grand Cherokee,2008,Jeep,No,CNG,4.7,201567,8,Automatic,All Wheel Drive,4,Left-hand drive,White,6,13485
45796888,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,0,4,Automatic,Front,4,Left-hand drive,Black,0,90
45785198,TOYOTA,Camry,2015,Sedan,No,Petrol,2.5,11500,4,Tiptronic,Front,4,Left-hand drive,Brown,8,34497
45651637,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,271701,6,Automatic,All Wheel Drive,4,Left-hand drive,White,12,26657
